Count,Code,Browser,B&W*,Apple,Andr,Twit,Wind,GMail,DCM,KDDI,SB,Name,Version,Default,Annotations
739,U+1F4F3,📳,,,,,,,missing,,,vibration mode,V6.0ʲ,emoji,"cell, communication, mobile, mode, object, phone, symbol, telephone, vibration"
740,U+1F4F4,📴,,,,,,,missing,,,mobile phone off,V6.0ʲ,emoji,"cell, communication, mobile, object, off, phone, symbol, telephone"
741,U+1F4F2,📲,,,,,,,,,,mobile phone with rightwards arrow at left,V6.0ʲ,emoji,"arrow, call, cell, communication, mobile, object, phone, receive, telephone"
742,U+1F4F5,📵,,,,,,missing,missing,missing,missing,no mobile phones,V6.0ˣ,emoji,"cell, communication, forbidden, mobile, no, not, object, phone, prohibited, symbol, telephone"
743,U+260E,☎️,,,,,,,,,,black telephone,V1.1ᶻªʲ,text*,"object, office, phone, sound, telephone"
744,U+1F4DE,📞,,,,,,,missing,,missing,telephone receiver,V6.0ʲ,emoji,"communication, object, phone, receiver, sound, telephone"
745,U+0023 U+20E3,#️⃣,,,,,missing,,,,,keycap number sign,V3.0ʲ,text*,"hash, keycap, pound, symbol, word"
746,U+002A U+20E3,*⃣,,missing,missing,missing,missing,missing,missing,missing,missing,keycap asterisk,V3.0ˣ,text,"asterisk, keycap, star, symbol"
747,U+0030 U+20E3,0️⃣,,,,,missing,,,,,keycap digit zero,V3.0ʲ,text*,"0, keycap, symbol, word, zero"
748,U+0031 U+20E3,1️⃣,,,,,missing,,,,,keycap digit one,V3.0ʲ,text*,"1, keycap, one, symbol, word"
749,U+0032 U+20E3,2️⃣,,,,,missing,,,,,keycap digit two,V3.0ʲ,text*,"2, keycap, symbol, two, word"
750,U+0033 U+20E3,3️⃣,,,,,missing,,,,,keycap digit three,V3.0ʲ,text*,"3, keycap, symbol, three, word"
751,U+0034 U+20E3,4️⃣,,,,,missing,,,,,keycap digit four,V3.0ʲ,text*,"4, four, keycap, symbol, word"
752,U+0035 U+20E3,5️⃣,,,,,missing,,,,,keycap digit five,V3.0ʲ,text*,"5, five, keycap, symbol, word"
753,U+0036 U+20E3,6️⃣,,,,,missing,,,,,keycap digit six,V3.0ʲ,text*,"6, keycap, six, symbol, word"
754,U+0037 U+20E3,7️⃣,,,,,missing,,,,,keycap digit seven,V3.0ʲ,text*,"7, keycap, seven, symbol, word"
755,U+0038 U+20E3,8️⃣,,,,,missing,,,,,keycap digit eight,V3.0ʲ,text*,"8, eight, keycap, symbol, word"
756,U+0039 U+20E3,9️⃣,,,,,missing,,,,,keycap digit nine,V3.0ʲ,text*,"9, keycap, nine, symbol, word"
757,U+1F51F,🔟,,,,,,,missing,,missing,keycap ten,V6.0ʲ,emoji,"10, keycap, symbol, ten, word"
758,U+1F4F6,📶,,,,,,,missing,,,antenna with bars,V6.0ʲ,emoji,"antenna, bar, cell, communication, mobile, object, phone, signal, symbol, telephone"
759,U+1F4DF,📟,,,,,,,,,missing,pager,V6.0ʲʷ,emoji,"communication, object, office, pager"
760,U+1F4E0,📠,,,,,,,,,,fax machine,V6.0ʲ,emoji,"communication, fax, object, office"
761,U+1F50B,🔋,,,,,,,missing,,missing,battery,V6.0ʲ,emoji,"battery, object"
762,U+1F50C,🔌,,,,,,,missing,,missing,electric plug,V6.0ʲ,emoji,"electric, electricity, object, plug"
763,U+1F4BB,💻,,,,,,,,,,personal computer,V6.0ʲʷ,emoji,"computer, object, office, pc, personal"
764,U+1F5A5,🖥,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,desktop computer,V7.0ʷ,text,"computer, desktop, object, office"
765,U+1F5A8,🖨,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,printer,V7.0ʷ,text,"computer, object, office, printer"
766,U+2328,⌨,,missing,missing,missing,missing,missing,missing,missing,missing,keyboard,V1.1ˣ,text,"computer, keyboard, object, sign"
767,U+1F5B1,🖱,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,three button mouse,V7.0ʷ,text,"3, button, computer, mouse, object, office, three"
768,U+1F5B2,🖲,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,trackball,V7.0ʷ,text,"computer, object, office, trackball"
769,U+1F4BD,💽,,,,,,,missing,,,minidisc,V6.0ʲ,emoji,"computer, disk, entertainment, minidisk, object, office, optical"
770,U+1F4BE,💾,,,,,,,missing,,missing,floppy disk,V6.0ʲ,emoji,"computer, disk, floppy, object, office"
771,U+1F4BF,💿,,,,,,,,,,optical disc,V6.0ʲʷ,emoji,"blu-ray, cd, computer, disk, dvd, object, office, optical"
772,U+1F4C0,📀,,,,,,,missing,missing,,dvd,V6.0ʲ,emoji,"blu-ray, cd, computer, disk, dvd, entertainment, object, office, optical"
773,U+1F3A5,🎥,,,,,,,,,,movie camera,V6.0ʲ,emoji,"activity, camera, cinema, entertainment, movie, object"
774,U+1F3A6,🎦,,,,,,,missing,missing,,cinema,V6.0ʲ,emoji,"activity, camera, cinema, entertainment, film, movie, object, symbol"
775,U+1F3AC,🎬,,,,,,,,,,clapper board,V6.0ʲʷ,emoji,"activity, clapper, entertainment, movie, object"
776,U+1F4FD,📽,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,film projector,V7.0ʷ,text,"cinema, entertainment, film, movie, object, projector, video"
777,U+1F4FA,📺,,,,,,,,,,television,V6.0ʲʷ,emoji,"entertainment, object, television, tv, video"
778,U+1F4F7,📷,,,,,,,,,,camera,V6.0ʲʷ,emoji,"camera, entertainment, object, video"
779,U+1F4F8,📸,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,camera with flash,V7.0ˣ,emoji,"camera, flash, object, video"
780,U+1F4F9,📹,,,,,,,missing,,missing,video camera,V6.0ʲʷ,emoji,"camera, entertainment, object, video"
781,U+1F4FC,📼,,,,,,,missing,,,videocassette,V6.0ʲ,emoji,"entertainment, object, tape, vhs, video, videocassette"
782,U+1F505,🔅,,,,,,missing,missing,missing,missing,low brightness symbol,V6.0ˣ,emoji,"brightness, dim, low, sign, symbol"
783,U+1F506,🔆,,,,,,missing,missing,missing,missing,high brightness symbol,V6.0ˣ,emoji,"bright, brightness, sign, symbol"
784,U+1F50D,🔍,,,,,,,,,,left-pointing magnifying glass,V6.0ʲʷ,emoji,"glass, magnifying, object, search, tool"
785,U+1F50E,🔎,,,,,,,missing,,missing,right-pointing magnifying glass,V6.0ʲ,emoji,"glass, magnifying, object, search, tool"
786,U+1F52C,🔬,,,,,,missing,missing,missing,missing,microscope,V6.0ˣ,emoji,"microscope, object, tool"
787,U+1F52D,🔭,,,,,,missing,missing,missing,missing,telescope,V6.0ˣ,emoji,"object, telescope, tool"
788,U+1F4E1,📡,,,,,,,missing,,,satellite antenna,V6.0ʲ,emoji,"antenna, communication, dish, object, office, satellite"
789,U+1F56F,🕯,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,candle,V7.0ʷ,text,"candle, light, object"
790,U+1F4A1,💡,,,,,,,,,,electric light bulb,V6.0ʲ,emoji,"bulb, comic, electric, idea, light, object"
791,U+1F526,🔦,,,,,,,missing,,missing,electric torch,V6.0ʲ,emoji,"electric, flashlight, light, object, tool, torch"
792,U+1F3EE,🏮,,,,,,,missing,,missing,izakaya lantern,V6.0ʲ,emoji,"bar, japanese, lantern, light, place, red, restaurant"
793,U+1F4D4,📔,,,,,,,missing,,missing,notebook with decorative cover,V6.0ʲ,emoji,"book, cover, decorated, education, notebook, object, office"
794,U+1F4D5,📕,,,,,,,missing,,missing,closed book,V6.0ʲ,emoji,"book, closed, education, object, office"
795,U+1F4D6,📖,,,,,,,,,,open book,V6.0ʲ,emoji,"book, education, object, office, open"
796,U+1F4D7,📗,,,,,,,missing,,missing,green book,V6.0ʲ,emoji,"book, education, green, object, office"
797,U+1F4D8,📘,,,,,,,missing,,missing,blue book,V6.0ʲ,emoji,"blue, book, education, object, office"
798,U+1F4D9,📙,,,,,,,missing,,missing,orange book,V6.0ʲ,emoji,"book, education, object, office, orange"
799,U+1F4DA,📚,,,,,,,missing,,missing,books,V6.0ʲʷ,emoji,"book, books, education, object, office"
800,U+1F4D3,📓,,,,,,,missing,,missing,notebook,V6.0ʲ,emoji,"notebook, object, office"
801,U+1F4D2,📒,,,,,,,missing,,missing,ledger,V6.0ʲ,emoji,"ledger, notebook, object, office"
802,U+1F4C3,📃,,,,,,,missing,,missing,page with curl,V6.0ʲ,emoji,"curl, document, object, office, page"
803,U+1F4DC,📜,,,,,,,missing,,missing,scroll,V6.0ʲ,emoji,"object, office, paper, scroll"
804,U+1F4C4,📄,,,,,,,missing,,missing,page facing up,V6.0ʲ,emoji,"document, object, office, page"
805,U+1F4F0,📰,,,,,,,missing,,missing,newspaper,V6.0ʲ,emoji,"communication, news, newspaper, object, paper"
806,U+1F5DE,🗞,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,rolled-up newspaper,V7.0ʷ,text,"news, newspaper, object, paper, rolled"
807,U+1F4D1,📑,,,,,,,missing,,missing,bookmark tabs,V6.0ʲ,emoji,"bookmark, mark, marker, object, office, tabs"
808,U+1F516,🔖,,,,,,,missing,,missing,bookmark,V6.0ʲ,emoji,"bookmark, mark, object"
809,U+1F4B0,💰,,,,,,,,,,money bag,V6.0ʲʷ,emoji,"bag, dollar, money, moneybag, object, office"
810,U+1F4B4,💴,,,,,,,,,missing,banknote with yen sign,V6.0ʲ,emoji,"bank, banknote, bill, currency, money, note, object, office, yen"
811,U+1F4B5,💵,,,,,,,missing,,missing,banknote with dollar sign,V6.0ʲ,emoji,"bank, banknote, bill, currency, dollar, money, note, object, office"
812,U+1F4B6,💶,,,,,,missing,missing,missing,missing,banknote with euro sign,V6.0ˣ,emoji,"bank, banknote, bill, currency, euro, money, note, object, office"
813,U+1F4B7,💷,,,,,,missing,missing,missing,missing,banknote with pound sign,V6.0ˣ,emoji,"bank, banknote, bill, currency, money, note, object, office, pound"
814,U+1F4B8,💸,,,,,,,missing,,missing,money with wings,V6.0ʲ,emoji,"bank, banknote, bill, dollar, fly, money, note, object, office, wings"
815,U+1F4B1,💱,,,,,,,missing,missing,,currency exchange,V6.0ʲ,emoji,"bank, currency, exchange, money, object, office, symbol"
816,U+1F4B2,💲,,,,,,,missing,,missing,heavy dollar sign,V6.0ʲ,emoji,"currency, dollar, money, object, office, symbol"
817,U+1F4B3,💳,,,,,,,missing,,missing,credit card,V6.0ʲʷ,emoji,"bank, card, credit, money, object, office"
818,U+1F4B9,💹,,,,,,,missing,,,chart with upwards trend and yen sign,V6.0ʲ,emoji,"bank, chart, currency, graph, growth, market, money, object, office, rise, symbol, trend, upward, yen"
819,U+2709,✉️,,,,,,,,,missing,envelope,V1.1ᶻʲ,text*,"e-mail, email, envelope, object, office"
820,U+1F4E7,📧,,,,,,,missing,,missing,e-mail symbol,V6.0ʲ,emoji,"communication, e-mail, email, letter, mail, object, office"
821,U+1F4E8,📨,,,,,,,missing,,missing,incoming envelope,V6.0ʲ,emoji,"communication, e-mail, email, envelope, incoming, letter, mail, object, office, receive"
822,U+1F4E9,📩,,,,,,,,,,envelope with downwards arrow above,V6.0ʲ,emoji,"arrow, communication, down, e-mail, email, envelope, letter, mail, object, office, outgoing, sent"
823,U+1F4E4,📤,,,,,,,missing,,missing,outbox tray,V6.0ʲʷ,emoji,"box, communication, letter, mail, object, office, outbox, sent, tray"
824,U+1F4E5,📥,,,,,,,missing,,missing,inbox tray,V6.0ʲʷ,emoji,"box, communication, inbox, letter, mail, object, office, receive, tray"
825,U+1F4E6,📦,,,,,,,missing,,missing,package,V6.0ʲʷ,emoji,"box, communication, object, office, package, parcel"
826,U+1F4EB,📫,,,,,,,missing,,,closed mailbox with raised flag,V6.0ʲʷ,emoji,"closed, communication, flag, mail, mailbox, object, office, postbox"
827,U+1F4EA,📪,,,,,,,missing,,missing,closed mailbox with lowered flag,V6.0ʲʷ,emoji,"closed, communication, flag, lowered, mail, mailbox, object, office, postbox"
828,U+1F4EC,📬,,,,,,missing,missing,missing,missing,open mailbox with raised flag,V6.0ʷ,emoji,"communication, flag, mail, mailbox, object, office, open, postbox"
829,U+1F4ED,📭,,,,,,missing,missing,missing,missing,open mailbox with lowered flag,V6.0ʷ,emoji,"communication, flag, lowered, mail, mailbox, object, office, open, postbox"
830,U+1F4EE,📮,,,,,,,missing,missing,,postbox,V6.0ʲ,emoji,"communication, mail, mailbox, object, office, postbox"
831,U+1F5F3,🗳,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,ballot box with ballot,V7.0ʷ,text,"ballot, box, object"
832,U+270F,✏️,,,,,,,,,missing,pencil,V1.1ᶻʲ,text*,"object, office, pencil"
833,U+2712,✒️,,,,,,,,,missing,black nib,V1.1ᶻʲ,text*,"nib, object, office, pen"
834,U+1F58B,🖋,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,lower left fountain pen,V7.0ʷ,text,"communication, fountain, object, office, pen"
835,U+1F58A,🖊,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,lower left ballpoint pen,V7.0ʷ,text,"ballpoint, communication, object, office, pen"
836,U+1F58C,🖌,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,lower left paintbrush,V7.0ʷ,text,"communication, object, office, paintbrush, painting"
837,U+1F58D,🖍,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,lower left crayon,V7.0ʷ,text,"communication, crayon, object, office"
838,U+1F4DD,📝,,,,,,,,,,memo,V6.0ʲ,emoji,"communication, memo, object, office, pencil"
839,U+1F4BC,💼,,,,,,,missing,,,briefcase,V6.0ʲ,emoji,"briefcase, object, office, person"
840,U+1F4C1,📁,,,,,,,missing,,missing,file folder,V6.0ʲ,emoji,"file, folder, object, office"
841,U+1F4C2,📂,,,,,,,missing,,missing,open file folder,V6.0ʲ,emoji,"file, folder, object, office, open"
842,U+1F5C2,🗂,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,card index dividers,V7.0ʷ,text,"card, dividers, index, object, office"
843,U+1F4C5,📅,,,,,,,missing,,missing,calendar,V6.0ʲ,emoji,"calendar, date, object, office"
844,U+1F4C6,📆,,,,,,,missing,,missing,tear-off calendar,V6.0ʲ,emoji,"calendar, object, office"
845,U+1F5D2,🗒,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,spiral note pad,V7.0ʷ,text,"note, object, office, pad, spiral"
846,U+1F5D3,🗓,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,spiral calendar pad,V7.0ʷ,text,"calendar, object, office, pad, spiral"
847,U+1F4C7,📇,,,,,,,missing,,missing,card index,V6.0ʲ,emoji,"card, index, object, office, rolodex"
848,U+1F4C8,📈,,,,,,,missing,,missing,chart with upwards trend,V6.0ʲ,emoji,"chart, graph, growth, object, office, trend, upward"
849,U+1F4C9,📉,,,,,,,missing,,missing,chart with downwards trend,V6.0ʲ,emoji,"chart, down, graph, object, office, trend"
850,U+1F4CA,📊,,,,,,,missing,,missing,bar chart,V6.0ʲ,emoji,"bar, chart, graph, object, office"
851,U+1F4CB,📋,,,,,,,missing,,missing,clipboard,V6.0ʲʷ,emoji,"clipboard, object, office"
852,U+1F4CC,📌,,,,,,,missing,,missing,pushpin,V6.0ʲ,emoji,"object, office, pin, pushpin"
853,U+1F4CD,📍,,,,,,,missing,,missing,round pushpin,V6.0ʲ,emoji,"object, office, pin, place, pushpin"
854,U+1F4CE,📎,,,,,,,,,missing,paperclip,V6.0ʲ,emoji,"object, office, paperclip"
855,U+1F587,🖇,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,linked paperclips,V7.0ʷ,text,"communication, link, object, office, paperclip"
856,U+1F4CF,📏,,,,,,,missing,,missing,straight ruler,V6.0ʲ,emoji,"object, office, ruler, straight edge"
857,U+1F4D0,📐,,,,,,,missing,,missing,triangular ruler,V6.0ʲ,emoji,"object, office, ruler, set, triangle"
858,U+1F4DB,📛,,,,,,,missing,,missing,name badge,V6.0ʲ,emoji,"badge, name, object, office"
859,U+2702,✂️,,,,,,,,,,black scissors,V1.1ᶻʲʷ,text*,"object, office, scissors, tool"
860,U+1F5C3,🗃,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,card file box,V7.0ʷ,text,"box, card, file, object, office"
861,U+1F5C4,🗄,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,file cabinet,V7.0ʷ,text,"cabinet, file, object, office"
862,U+1F5D1,🗑,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,wastebasket,V7.0ʷ,text,"object, office, wastebasket"
863,U+1F512,🔒,,,,,,,missing,,,lock,V6.0ʲʷ,emoji,"closed, lock, object"
864,U+1F513,🔓,,,,,,,missing,missing,,open lock,V6.0ʲʷ,emoji,"lock, object, open, unlock"
865,U+1F50F,🔏,,,,,,,missing,,missing,lock with ink pen,V6.0ʲ,emoji,"ink, lock, nib, object, pen, privacy"
866,U+1F510,🔐,,,,,,,missing,,missing,closed lock with key,V6.0ʲ,emoji,"closed, key, lock, object, secure"
867,U+1F511,🔑,,,,,,,,,,key,V6.0ʲ,emoji,"key, lock, object, password"
868,U+1F5DD,🗝,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,old key,V7.0ʷ,text,"clue, key, lock, object, old"
869,U+1F528,🔨,,,,,,,missing,,,hammer,V6.0ʲ,emoji,"hammer, object, tool"
870,U+26CF,⛏,,missing,missing,missing,missing,missing,missing,missing,missing,pick,V5.2ª,text,"mining, object, pick, tool"
871,U+2692,⚒,,missing,missing,missing,missing,missing,missing,missing,missing,hammer and pick,V4.1ˣ,text,"hammer, object, pick, tool"
872,U+1F6E0,🛠,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,hammer and wrench,V7.0ʷ,text,"hammer, object, tool, wrench"
873,U+1F527,🔧,,,,,,,,,missing,wrench,V6.0ʲ,emoji,"object, tool, wrench"
874,U+1F529,🔩,,,,,,,missing,,missing,nut and bolt,V6.0ʲ,emoji,"bolt, nut, object, tool"
875,U+2699,⚙,,missing,missing,missing,missing,missing,missing,missing,missing,gear,V4.1ˣ,text,"gear, object, tool"
876,U+1F5DC,🗜,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,compression,V7.0ʷ,text,"compression, object, tool, vice"
877,U+2697,⚗,,missing,missing,missing,missing,missing,missing,missing,missing,alembic,V4.1ˣ,text,"alembic, chemistry, object, tool"
878,U+2696,⚖,,missing,missing,missing,missing,missing,missing,missing,missing,scales,V4.1ˣ,text,"balance, justice, libra, object, scales, tool, weight, zodiac"
879,U+1F517,🔗,,,,,,,missing,,missing,link symbol,V6.0ʲ,emoji,"link, object, symbol"
880,U+26D3,⛓,,missing,missing,missing,missing,missing,missing,missing,missing,chains,V5.2ª,text,"chain, object"
881,U+1F489,💉,,,,,,,missing,,,syringe,V6.0ʲ,emoji,"doctor, medicine, needle, object, shot, sick, syringe, tool"
882,U+1F48A,💊,,,,,,,missing,,,pill,V6.0ʲ,emoji,"doctor, medicine, object, pill, sick"
883,U+1F5E1,🗡,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,dagger knife,V7.0ʷ,text,"dagger, knife, object, weapon"
884,U+1F52A,🔪,,,,,,,missing,,missing,hocho,V6.0ʲ,emoji,"cooking, hocho, knife, object, tool, weapon"
885,U+2694,⚔,,missing,missing,missing,missing,missing,missing,missing,missing,crossed swords,V4.1ˣ,text,"crossed, object, swords, weapon"
886,U+1F52B,🔫,,,,,,,missing,,,pistol,V6.0ʲ,emoji,"gun, object, pistol, revolver, tool, weapon"
887,U+1F6E1,🛡,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,shield,V7.0ʷ,text,"object, shield, weapon"
888,U+1F3F9,🏹,,missing,missing,missing,missing,missing,missing,missing,missing,bow and arrow,V8.0ˣ,emoji,"archer, arrow, bow, object, sagittarius, sport, tool, weapon, zodiac"
889,U+1F6AC,🚬,,,,,,,,,,smoking symbol,V6.0ʲ,emoji,"activity, object, smoking"
890,U+26B0,⚰,,missing,missing,missing,missing,missing,missing,missing,missing,coffin,V4.1ˣ,text,"coffin, death, object"
891,U+26B1,⚱,,missing,missing,missing,missing,missing,missing,missing,missing,funeral urn,V4.1ˣ,text,"death, funeral, object, urn"
892,U+1F3C1,🏁,,,,,,,,,,chequered flag,V6.0ʲ,emoji,"checkered, chequered, flag, object, place, racing, sport"
893,U+1F3F3,🏳,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,waving white flag,V7.0ʷ,text,"flag, object, waving"
894,U+1F3F4,🏴,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,waving black flag,V7.0ˣ,emoji,"flag, object, waving"
895,U+1F6A9,🚩,,,,,,,,,missing,triangular flag on post,V6.0ʲ,emoji,"flag, object, place, post, travel"
896,U+1F1E6 U+1F1EB,🇦🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for Afghanistan,V6.0ˣ,emoji,"afghanistan, flag, other"
897,U+1F1E6 U+1F1FD,🇦🇽,,missing,,missing,missing,missing,missing,missing,missing,flag for Åland Islands,V6.0ˣ,emoji,"åland, flag, other"
898,U+1F1E6 U+1F1F1,🇦🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for Albania,V6.0ˣ,emoji,"albania, flag, other"
899,U+1F1E9 U+1F1FF,🇩🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Algeria,V6.0ˣ,emoji,"algeria, flag, other"
900,U+1F1E6 U+1F1F8,🇦🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for American Samoa,V6.0ˣ,emoji,"american, flag, other, samoa"
901,U+1F1E6 U+1F1E9,🇦🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Andorra,V6.0ˣ,emoji,"andorra, flag, other"
902,U+1F1E6 U+1F1F4,🇦🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Angola,V6.0ˣ,emoji,"angola, flag, other"
903,U+1F1E6 U+1F1EE,🇦🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Anguilla,V6.0ˣ,emoji,"anguilla, flag, other"
904,U+1F1E6 U+1F1F6,🇦🇶,,missing,,missing,missing,missing,missing,missing,missing,flag for Antarctica,V6.0ˣ,emoji,"antarctica, flag, other"
905,U+1F1E6 U+1F1EC,🇦🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Antigua & Barbuda,V6.0ˣ,emoji,"antigua, barbuda, flag, other"
906,U+1F1E6 U+1F1F7,🇦🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Argentina,V6.0ˣ,emoji,"argentina, flag, other"
907,U+1F1E6 U+1F1F2,🇦🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Armenia,V6.0ˣ,emoji,"armenia, flag, other"
908,U+1F1E6 U+1F1FC,🇦🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Aruba,V6.0ˣ,emoji,"aruba, flag, other"
909,U+1F1E6 U+1F1E8,🇦🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Ascension Island,V6.0ˣ,emoji,"ascension, flag, island, other"
910,U+1F1E6 U+1F1FA,🇦🇺,,,,missing,missing,missing,missing,missing,missing,flag for Australia,V6.0ˣ,emoji,"australia, flag, other"
911,U+1F1E6 U+1F1F9,🇦🇹,,,,missing,missing,missing,missing,missing,missing,flag for Austria,V6.0ˣ,emoji,"austria, flag, other"
912,U+1F1E6 U+1F1FF,🇦🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Azerbaijan,V6.0ˣ,emoji,"azerbaijan, flag, other"
913,U+1F1E7 U+1F1F8,🇧🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Bahamas,V6.0ˣ,emoji,"bahamas, flag, other"
914,U+1F1E7 U+1F1ED,🇧🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Bahrain,V6.0ˣ,emoji,"bahrain, flag, other"
915,U+1F1E7 U+1F1E9,🇧🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Bangladesh,V6.0ˣ,emoji,"bangladesh, flag, other"
916,U+1F1E7 U+1F1E7,🇧🇧,,missing,,missing,missing,missing,missing,missing,missing,flag for Barbados,V6.0ˣ,emoji,"barbados, flag, other"
917,U+1F1E7 U+1F1FE,🇧🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Belarus,V6.0ˣ,emoji,"belarus, flag, other"
918,U+1F1E7 U+1F1EA,🇧🇪,,,,missing,missing,missing,missing,missing,missing,flag for Belgium,V6.0ˣ,emoji,"belgium, flag, other"
919,U+1F1E7 U+1F1FF,🇧🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Belize,V6.0ˣ,emoji,"belize, flag, other"
920,U+1F1E7 U+1F1EF,🇧🇯,,missing,,missing,missing,missing,missing,missing,missing,flag for Benin,V6.0ˣ,emoji,"benin, flag, other"
921,U+1F1E7 U+1F1F2,🇧🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Bermuda,V6.0ˣ,emoji,"bermuda, flag, other"
922,U+1F1E7 U+1F1F9,🇧🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Bhutan,V6.0ˣ,emoji,"bhutan, flag, other"
923,U+1F1E7 U+1F1F4,🇧🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Bolivia,V6.0ˣ,emoji,"bolivia, flag, other"
924,U+1F1E7 U+1F1E6,🇧🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Bosnia & Herzegovina,V6.0ˣ,emoji,"bosnia, flag, herzegovina, other"
925,U+1F1E7 U+1F1FC,🇧🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Botswana,V6.0ˣ,emoji,"botswana, flag, other"
926,U+1F1E7 U+1F1FB,🇧🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for Bouvet Island,V6.0ˣ,emoji,"bouvet, flag, island, other"
927,U+1F1E7 U+1F1F7,🇧🇷,,,,missing,missing,missing,missing,missing,missing,flag for Brazil,V6.0ˣ,emoji,"brazil, flag, other"
928,U+1F1EE U+1F1F4,🇮🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for British Indian Ocean Territory,V6.0ˣ,emoji,"british, chagos, flag, indian ocean, island, other"
929,U+1F1FB U+1F1EC,🇻🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for British Virgin Islands,V6.0ˣ,emoji,"british, flag, island, other, virgin"
930,U+1F1E7 U+1F1F3,🇧🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Brunei,V6.0ˣ,emoji,"brunei, darussalam, flag, other"
931,U+1F1E7 U+1F1EC,🇧🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Bulgaria,V6.0ˣ,emoji,"bulgaria, flag, other"
932,U+1F1E7 U+1F1EB,🇧🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for Burkina Faso,V6.0ˣ,emoji,"burkina faso, flag, other"
