Count,Code,Browser,B&W*,Apple,Andr,Twit,Wind,GMail,DCM,KDDI,SB,Name,Version,Default,Annotations
348,U+1F372,🍲,,,,,,,missing,,,pot of food,V6.0ʲ,emoji,"food, nature, object, pot, restaurant, stew"
349,U+1F371,🍱,,,,,,,missing,,,bento box,V6.0ʲ,emoji,"bento, box, food, nature, object, restaurant"
350,U+1F358,🍘,,,,,,,missing,,,rice cracker,V6.0ʲ,emoji,"cracker, food, nature, object, restaurant, rice"
351,U+1F359,🍙,,,,,,,,,,rice ball,V6.0ʲ,emoji,"ball, food, japanese, nature, object, restaurant, rice"
352,U+1F35A,🍚,,,,,,,missing,,,cooked rice,V6.0ʲ,emoji,"cooked, food, nature, object, restaurant, rice"
353,U+1F35B,🍛,,,,,,,missing,,,curry and rice,V6.0ʲ,emoji,"curry, food, nature, object, restaurant, rice"
354,U+1F35C,🍜,,,,,,,,,,steaming bowl,V6.0ʲ,emoji,"bowl, food, nature, noodle, object, ramen, restaurant, steaming"
355,U+1F35D,🍝,,,,,,,missing,,,spaghetti,V6.0ʲ,emoji,"food, nature, object, pasta, restaurant, spaghetti"
356,U+1F360,🍠,,,,,,,missing,,missing,roasted sweet potato,V6.0ʲ,emoji,"food, nature, object, potato, restaurant, roasted, sweet"
357,U+1F362,🍢,,,,,,,missing,,,oden,V6.0ʲ,emoji,"food, kebab, nature, object, oden, restaurant, seafood, skewer, stick"
358,U+1F363,🍣,,,,,,,missing,,,sushi,V6.0ʲ,emoji,"food, nature, object, restaurant, sushi"
359,U+1F364,🍤,,,,,,,missing,,missing,fried shrimp,V6.0ʲ,emoji,"food, fried, nature, object, prawn, restaurant, shrimp, tempura"
360,U+1F365,🍥,,,,,,,missing,,missing,fish cake with swirl design,V6.0ʲ,emoji,"cake, fish, food, nature, object, pastry, restaurant, swirl"
361,U+1F361,🍡,,,,,,,missing,,,dango,V6.0ʲ,emoji,"dango, dessert, food, japanese, nature, object, restaurant, skewer, stick, sweet"
362,U+1F366,🍦,,,,,,,missing,,,soft ice cream,V6.0ʲ,emoji,"cream, dessert, food, ice, icecream, nature, object, restaurant, soft, sweet"
363,U+1F367,🍧,,,,,,,missing,,,shaved ice,V6.0ʲ,emoji,"dessert, food, ice, nature, object, restaurant, shaved, sweet"
364,U+1F368,🍨,,,,,,,missing,,missing,ice cream,V6.0ʲ,emoji,"cream, dessert, food, ice, nature, object, restaurant, sweet"
365,U+1F369,🍩,,,,,,,missing,,missing,doughnut,V6.0ʲ,emoji,"dessert, donut, doughnut, food, nature, object, restaurant, sweet"
366,U+1F36A,🍪,,,,,,,missing,,missing,cookie,V6.0ʲ,emoji,"cookie, dessert, food, nature, object, restaurant, sweet"
367,U+1F382,🎂,,,,,,,,,,birthday cake,V6.0ʲ,emoji,"birthday, cake, celebration, dessert, food, object, pastry, sweet"
368,U+1F370,🍰,,,,,,,,,,shortcake,V6.0ʲ,emoji,"cake, dessert, food, nature, object, pastry, restaurant, shortcake, slice, sweet"
369,U+1F36B,🍫,,,,,,,missing,,missing,chocolate bar,V6.0ʲ,emoji,"bar, chocolate, dessert, food, nature, object, restaurant, sweet"
370,U+1F36C,🍬,,,,,,,missing,,missing,candy,V6.0ʲ,emoji,"candy, dessert, food, nature, object, restaurant, sweet"
371,U+1F36D,🍭,,,,,,,missing,,missing,lollipop,V6.0ʲ,emoji,"candy, dessert, food, lollipop, nature, object, restaurant, sweet"
372,U+1F36E,🍮,,,,,,,missing,,missing,custard,V6.0ʲ,emoji,"custard, dessert, food, nature, object, pudding, restaurant, sweet"
373,U+1F36F,🍯,,,,,,,missing,,missing,honey pot,V6.0ʲ,emoji,"food, honey, honeypot, nature, object, pot, restaurant, sweet"
374,U+1F37C,🍼,,,,,,missing,missing,missing,missing,baby bottle,V6.0ˣ,emoji,"baby, bottle, drink, milk, nature, object"
375,U+2615,☕️,,,,,,,,,,hot beverage,V4.0ʲ,emoji*,"beverage, coffee, drink, hot, nature, object, steaming, tea"
376,U+1F375,🍵,,,,,,,,,,teacup without handle,V6.0ʲ,emoji,"beverage, cup, drink, nature, object, tea, teacup"
377,U+1F376,🍶,,,,,,,,,,sake bottle and cup,V6.0ʲ,emoji,"bar, beverage, bottle, cup, drink, nature, object, restaurant, sake"
378,U+1F37E,🍾,,missing,missing,missing,missing,missing,missing,missing,missing,bottle with popping cork,V8.0ˣ,emoji,"bar, bottle, cork, drink, nature, popping"
379,U+1F377,🍷,,,,,,,,,missing,wine glass,V6.0ʲ,emoji,"bar, beverage, drink, glass, nature, object, restaurant, wine"
380,U+1F378,🍸,,,,,,,,,,cocktail glass,V6.0ʲʷ,emoji,"bar, cocktail, drink, glass, nature, object, restaurant"
381,U+1F379,🍹,,,,,,,missing,,missing,tropical drink,V6.0ʲ,emoji,"bar, drink, nature, object, restaurant, tropical"
382,U+1F37A,🍺,,,,,,,,,,beer mug,V6.0ʲ,emoji,"bar, beer, drink, mug, nature, object, restaurant"
383,U+1F37B,🍻,,,,,,,missing,,,clinking beer mugs,V6.0ʲ,emoji,"bar, beer, clink, drink, mug, nature, object, restaurant"
384,U+1F37D,🍽,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,fork and knife with plate,V7.0ʷ,text,"cooking, fork, knife, object, place, plate, restaurant"
385,U+1F374,🍴,,,,,,,,,,fork and knife,V6.0ʲ,emoji,"cooking, food, fork, knife, nature, object, restaurant"
386,U+1F373,🍳,,,,,,,missing,,,cooking,V6.0ʲ,emoji,"cooking, egg, food, frying, nature, object, pan, restaurant"
387,U+1F3FA,🏺,,missing,missing,missing,missing,missing,missing,missing,missing,amphora,V8.0ˣ,emoji,"amphora, aquarius, cooking, drink, jug, nature, tool, weapon, zodiac"
388,U+1F30D,🌍,,,,,,missing,missing,missing,missing,earth globe europe-africa,V6.0ʷ,emoji,"africa, earth, europe, globe, nature, place, world"
389,U+1F30E,🌎,,,,,,missing,missing,missing,missing,earth globe americas,V6.0ʷ,emoji,"americas, earth, globe, nature, place, world"
390,U+1F30F,🌏,,,,,,,missing,,missing,earth globe asia-australia,V6.0ʲʷ,emoji,"asia, australia, earth, globe, nature, place, world"
391,U+1F310,🌐,,,,,,missing,missing,missing,missing,globe with meridians,V6.0ˣ,emoji,"earth, globe, meridians, nature, place, world"
392,U+1F5FA,🗺,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,world map,V7.0ʷ,text,"map, place, world"
393,U+1F3D4,🏔,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,snow capped mountain,V7.0ʷ,text,"cold, mountain, nature, place, snow"
394,U+26F0,⛰,,missing,missing,missing,missing,missing,missing,missing,missing,mountain,V5.2ª,text,"mountain, place"
395,U+1F30B,🌋,,,,,,,missing,,missing,volcano,V6.0ʲ,emoji,"eruption, mountain, nature, place, volcano, weather"
396,U+1F5FB,🗻,,,,,,,,,,mount fuji,V6.0ʲ,emoji,"fuji, mountain, nature, place"
397,U+1F3D5,🏕,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,camping,V7.0ʷ,text,"camping, nature, place"
398,U+1F3D6,🏖,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,beach with umbrella,V7.0ʷ,text,"beach, nature, place, umbrella"
399,U+1F3DC,🏜,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,desert,V7.0ʷ,text,"desert, nature, place"
400,U+1F3DD,🏝,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,desert island,V7.0ʷ,text,"desert, island, nature, place"
401,U+1F3DE,🏞,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,national park,V7.0ʷ,text,"national park, nature, park, place"
402,U+1F3DF,🏟,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,stadium,V7.0ʷ,text,"place, stadium"
403,U+1F3DB,🏛,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,classical building,V7.0ʷ,text,"building, classical, place"
404,U+1F3D7,🏗,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,building construction,V7.0ʷ,text,"building, construction, place"
405,U+1F3D8,🏘,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,house buildings,V7.0ʷ,text,"building, house, place"
406,U+1F3D9,🏙,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,cityscape,V7.0ʷ,text,"building, city, place"
407,U+1F3DA,🏚,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,derelict house building,V7.0ʷ,text,"building, derelict, house, place"
408,U+1F3E0,🏠,,,,,,,,,,house building,V6.0ʲʷ,emoji,"building, home, house, place"
409,U+1F3E1,🏡,,,,,,,missing,,missing,house with garden,V6.0ʲ,emoji,"building, garden, home, house, place"
410,U+1F6D0,🛐,,missing,missing,missing,missing,missing,missing,missing,missing,place of worship,V8.0ˣ,emoji,"place, religion, worship"
411,U+26EA,⛪️,,,,,,,missing,,,church,V5.2ªʲ,emoji*,"building, christian, church, cross, place, religion"
412,U+1F54B,🕋,,missing,missing,missing,missing,missing,missing,missing,missing,kaaba,V8.0ˣ,emoji,"islam, kaaba, muslim, place, religion"
413,U+1F54C,🕌,,missing,missing,missing,missing,missing,missing,missing,missing,mosque,V8.0ˣ,emoji,"islam, mosque, muslim, place, religion"
414,U+1F54D,🕍,,missing,missing,missing,missing,missing,missing,missing,missing,synagogue,V8.0ˣ,emoji,"jew, jewish, place, religion, synagogue, temple"
415,U+1F3E2,🏢,,,,,,,,,,office building,V6.0ʲ,emoji,"building, office, place"
416,U+1F3E3,🏣,,,,,,,,,,japanese post office,V6.0ʲ,emoji,"building, japanese, office, place, post"
417,U+1F3E4,🏤,,,,,,missing,missing,missing,missing,european post office,V6.0ˣ,emoji,"building, european, office, place, post"
418,U+1F3E5,🏥,,,,,,,,,,hospital,V6.0ʲ,emoji,"building, doctor, hospital, medicine, place"
419,U+1F3E6,🏦,,,,,,,,,,bank,V6.0ʲ,emoji,"bank, building, place"
420,U+1F3E8,🏨,,,,,,,,,,hotel,V6.0ʲ,emoji,"building, hotel, place"
421,U+1F3E9,🏩,,,,,,,missing,,,love hotel,V6.0ʲ,emoji,"building, hotel, love, place"
422,U+1F3EA,🏪,,,,,,,,,,convenience store,V6.0ʲ,emoji,"building, convenience, place, store"
423,U+1F3EB,🏫,,,,,,,,,,school,V6.0ʲ,emoji,"building, education, place, school"
424,U+1F3EC,🏬,,,,,,,missing,,,department store,V6.0ʲ,emoji,"building, department, place, store"
425,U+1F3ED,🏭,,,,,,,missing,,,factory,V6.0ʲʷ,emoji,"building, factory, place"
426,U+1F3EF,🏯,,,,,,,missing,,,japanese castle,V6.0ʲ,emoji,"building, castle, japanese, place"
427,U+1F3F0,🏰,,,,,,,missing,,,european castle,V6.0ʲ,emoji,"building, castle, european, place"
428,U+1F492,💒,,,,,,,missing,missing,,wedding,V6.0ʲ,emoji,"activity, chapel, place, romance, wedding"
429,U+1F5FC,🗼,,,,,,,missing,,,tokyo tower,V6.0ʲ,emoji,"place, tokyo, tower"
430,U+1F5FD,🗽,,,,,,,missing,missing,,statue of liberty,V6.0ʲ,emoji,"liberty, place, statue"
431,U+1F5FE,🗾,,,,,,,missing,,missing,silhouette of japan,V6.0ʲ,emoji,"japan, map, place"
432,U+26F2,⛲️,,,,,,,missing,,,fountain,V5.2ªʲ,emoji*,"fountain, object, place"
433,U+26FA,⛺️,,,,,,,missing,,,tent,V5.2ªʲ,emoji*,"camping, object, place, tent"
434,U+1F301,🌁,,,,,,,,,missing,foggy,V6.0ʲ,emoji,"fog, nature, place, weather"
435,U+1F303,🌃,,,,,,,,,,night with stars,V6.0ʲ,emoji,"nature, night, place, star, weather"
436,U+1F304,🌄,,,,,,,missing,missing,,sunrise over mountains,V6.0ʲ,emoji,"morning, mountain, nature, place, sun, sunrise, time, weather"
437,U+1F305,🌅,,,,,,,missing,,,sunrise,V6.0ʲ,emoji,"morning, nature, place, sun, sunrise, time, weather"
438,U+1F306,🌆,,,,,,,missing,,,cityscape at dusk,V6.0ʲ,emoji,"building, city, dusk, evening, landscape, nature, place, sun, sunset, time, weather"
439,U+1F307,🌇,,,,,,,missing,missing,,sunset over buildings,V6.0ʲ,emoji,"building, dusk, nature, place, sun, sunset, time, weather"
440,U+1F309,🌉,,,,,,,missing,,missing,bridge at night,V6.0ʲ,emoji,"bridge, nature, night, place, weather"
441,U+1F30A,🌊,,,,,,,,,,water wave,V6.0ʲ,emoji,"nature, ocean, place, water, wave, weather"
442,U+2668,♨️,,,,,,,,,,hot springs,V1.1ªʲ,text*,"hot, hotsprings, place, springs, steaming"
443,U+1F5FF,🗿,,,,,,,missing,,missing,moyai,V6.0ʲ,emoji,"face, moyai, place, statue, travel"
444,U+1F30C,🌌,,,,,,,missing,,missing,milky way,V6.0ʲ,emoji,"milky way, nature, place, space, weather"
445,U+1F3A0,🎠,,,,,,,,missing,missing,carousel horse,V6.0ʲ,emoji,"activity, carousel, entertainment, horse, place"
446,U+1F3A1,🎡,,,,,,,missing,,,ferris wheel,V6.0ʲ,emoji,"activity, amusement park, entertainment, ferris, place, wheel"
447,U+1F3A2,🎢,,,,,,,missing,,,roller coaster,V6.0ʲ,emoji,"activity, amusement park, coaster, entertainment, place, roller"
448,U+1F488,💈,,,,,,,missing,,,barber pole,V6.0ʲ,emoji,"barber, haircut, place, pole"
449,U+1F3AA,🎪,,,,,,,,,missing,circus tent,V6.0ʲ,emoji,"activity, circus, entertainment, place, tent"
450,U+1F3AD,🎭,,,,,,,missing,,missing,performing arts,V6.0ʲʷ,emoji,"activity, art, entertainment, mask, object, performing, place, theater, theatre"
451,U+1F5BC,🖼,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,frame with picture,V7.0ʷ,text,"art, frame, museum, object, office, painting, picture"
452,U+1F3A8,🎨,,,,,,,,,,artist palette,V6.0ʲ,emoji,"activity, art, entertainment, museum, object, painting, palette"
453,U+1F3B0,🎰,,,,,,,missing,,,slot machine,V6.0ʲ,emoji,"activity, game, object, place, slot"
454,U+1F682,🚂,,,,,,missing,missing,missing,missing,steam locomotive,V6.0ˣ,emoji,"engine, locomotive, place, railway, steam, train, travel, vehicle"
455,U+1F683,🚃,,,,,,,,,,railway car,V6.0ʲ,emoji,"car, electric, place, railway, train, tram, travel, trolleybus, vehicle"
456,U+1F684,🚄,,,,,,,,missing,,high-speed train,V6.0ʲ,emoji,"place, railway, shinkansen, speed, train, travel, vehicle"
457,U+1F685,🚅,,,,,,,missing,,,high-speed train with bullet nose,V6.0ʲ,emoji,"bullet, place, railway, shinkansen, speed, train, travel, vehicle"
458,U+1F686,🚆,,,,,,missing,missing,missing,missing,train,V6.0ˣ,emoji,"place, railway, train, travel, vehicle"
459,U+1F687,🚇,,,,,,,missing,,,metro,V6.0ʲʷ,emoji,"metro, place, subway, travel, vehicle"
460,U+1F688,🚈,,,,,,missing,missing,missing,missing,light rail,V6.0ˣ,emoji,"place, railway, travel, vehicle"
461,U+1F689,🚉,,,,,,,missing,,,station,V6.0ʲ,emoji,"place, railway, station, train, travel, vehicle"
462,U+1F68A,🚊,,,,,,missing,missing,missing,missing,tram,V6.0ˣ,emoji,"place, tram, travel, trolleybus, vehicle"
463,U+1F69D,🚝,,,,,,missing,missing,missing,missing,monorail,V6.0ˣ,emoji,"monorail, place, travel, vehicle"
464,U+1F69E,🚞,,,,,,missing,missing,missing,missing,mountain railway,V6.0ˣ,emoji,"car, mountain, place, railway, travel, vehicle"
465,U+1F68B,🚋,,,,,,missing,missing,missing,missing,tram car,V6.0ˣ,emoji,"car, place, tram, travel, trolleybus, vehicle"
466,U+1F68C,🚌,,,,,,,,,,bus,V6.0ʲ,emoji,"bus, place, travel, vehicle"
467,U+1F68D,🚍,,,,,,missing,missing,missing,missing,oncoming bus,V6.0ʷ,emoji,"bus, oncoming, place, travel, vehicle"
468,U+1F68E,🚎,,,,,,missing,missing,missing,missing,trolleybus,V6.0ˣ,emoji,"bus, place, tram, travel, trolley, trolleybus, vehicle"
469,U+1F68F,🚏,,,,,,,missing,,,bus stop,V6.0ʲ,emoji,"bus, busstop, place, stop, travel"
470,U+1F690,🚐,,,,,,missing,missing,missing,missing,minibus,V6.0ˣ,emoji,"bus, minibus, place, travel, vehicle"
471,U+1F691,🚑,,,,,,,missing,,,ambulance,V6.0ʲʷ,emoji,"ambulance, place, travel, vehicle"
472,U+1F692,🚒,,,,,,,missing,,,fire engine,V6.0ʲ,emoji,"engine, fire, place, travel, truck, vehicle"
473,U+1F693,🚓,,,,,,,missing,,,police car,V6.0ʲ,emoji,"car, patrol, place, police, travel, vehicle"
474,U+1F694,🚔,,,,,,missing,missing,missing,missing,oncoming police car,V6.0ʷ,emoji,"car, oncoming, place, police, travel, vehicle"
475,U+1F695,🚕,,,,,,,missing,missing,,taxi,V6.0ʲ,emoji,"place, taxi, travel, vehicle"
476,U+1F696,🚖,,,,,,missing,missing,missing,missing,oncoming taxi,V6.0ˣ,emoji,"oncoming, place, taxi, travel, vehicle"
477,U+1F697,🚗,,,,,,,,,,automobile,V6.0ʲ,emoji,"automobile, car, place, travel, vehicle"
478,U+1F698,🚘,,,,,,missing,missing,missing,missing,oncoming automobile,V6.0ʷ,emoji,"automobile, car, oncoming, place, travel, vehicle"
479,U+1F699,🚙,,,,,,,,missing,,recreational vehicle,V6.0ʲ,emoji,"place, recreational, rv, travel, vehicle"
480,U+1F69A,🚚,,,,,,,missing,,,delivery truck,V6.0ʲ,emoji,"delivery, place, travel, truck, vehicle"
481,U+1F69B,🚛,,,,,,missing,missing,missing,missing,articulated lorry,V6.0ˣ,emoji,"lorry, place, semi, travel, truck, vehicle"
482,U+1F69C,🚜,,,,,,missing,missing,missing,missing,tractor,V6.0ˣ,emoji,"place, tractor, travel, vehicle"
483,U+1F6B2,🚲,,,,,,,,,,bicycle,V6.0ʲʷ,emoji,"bicycle, bike, place, sport, travel, vehicle"
484,U+1F6B3,🚳,,,,,,missing,missing,missing,missing,no bicycles,V6.0ˣ,emoji,"bicycle, bike, forbidden, no, not, place, prohibited, sign, sport, symbol, travel, vehicle"
485,U+26FD,⛽️,,,,,,,,,,fuel pump,V5.2ªʲ,emoji*,"fuel, fuelpump, gas, place, pump, station, travel"
486,U+1F6E2,🛢,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,oil drum,V7.0ʷ,text,"drum, object, oil"
487,U+1F6E3,🛣,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,motorway,V7.0ʷ,text,"highway, motorway, place, road, travel"
488,U+1F6E4,🛤,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,railway track,V7.0ʷ,text,"place, railway, train, travel"
489,U+1F6A8,🚨,,,,,,,missing,,missing,police cars revolving light,V6.0ʲ,emoji,"beacon, car, light, place, police, revolving, travel, vehicle"
490,U+2693,⚓️,,,,,,,missing,,missing,anchor,V4.1ªʲ,emoji*,"anchor, place, ship, tool, travel"
491,U+1F531,🔱,,,,,,,missing,missing,,trident emblem,V6.0ʲ,emoji,"anchor, emblem, object, ship, symbol, tool, trident"
492,U+26F5,⛵️,,,,,,,,,,sailboat,V5.2ªʲ,emoji*,"boat, place, resort, sailboat, sea, travel, vehicle, yacht"
493,U+1F6A3,🚣,,,,,,missing,missing,missing,missing,rowboat,V6.0ˣ,emoji,"boat, place, rowboat, travel, vehicle"
494,U+1F6A4,🚤,,,,,,,missing,missing,,speedboat,V6.0ʲ,emoji,"boat, place, speedboat, travel, vehicle"
495,U+1F6F3,🛳,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,passenger ship,V7.0ʷ,text,"passenger, place, ship, travel, vehicle"
496,U+26F4,⛴,,missing,missing,missing,missing,missing,missing,missing,missing,ferry,V5.2ª,text,"boat, ferry, place, travel"
497,U+1F6E5,🛥,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,motor boat,V7.0ʷ,text,"boat, motorboat, place, travel, vehicle"
498,U+1F6A2,🚢,,,,,,,,,,ship,V6.0ʲ,emoji,"place, ship, travel, vehicle"
499,U+2708,✈️,,,,,,,,,,airplane,V1.1ᶻªʲʷ,text*,"airplane, place, travel, vehicle"
500,U+1F6E9,🛩,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,small airplane,V7.0ʷ,text,"airplane, place, travel, vehicle"
501,U+1F6EB,🛫,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,airplane departure,V7.0ˣ,emoji,"airplane, check-in, departure, departures, place, travel, vehicle"
502,U+1F6EC,🛬,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,airplane arriving,V7.0ˣ,emoji,"airplane, arrivals, arriving, landing, place, travel, vehicle"
503,U+1F4BA,💺,,,,,,,,missing,,seat,V6.0ʲ,emoji,"chair, object, office, place, seat, travel"
504,U+1F681,🚁,,,,,,missing,missing,missing,missing,helicopter,V6.0ˣ,emoji,"helicopter, place, travel, vehicle"
505,U+1F69F,🚟,,,,,,missing,missing,missing,missing,suspension railway,V6.0ˣ,emoji,"place, railway, suspension, travel, vehicle"
506,U+1F6A0,🚠,,,,,,missing,missing,missing,missing,mountain cableway,V6.0ˣ,emoji,"cable, gondola, mountain, place, travel, vehicle"
507,U+1F6A1,🚡,,,,,,missing,missing,missing,missing,aerial tramway,V6.0ˣ,emoji,"aerial, cable, car, gondola, place, ropeway, tramway, travel, vehicle"
508,U+1F680,🚀,,,,,,,missing,,,rocket,V6.0ʲ,emoji,"place, rocket, space, travel, vehicle"
509,U+1F6F0,🛰,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,satellite,V7.0ʷ,text,"place, satellite, space, vehicle"
510,U+1F3E7,🏧,,,,,,,,,,automated teller machine,V6.0ʲ,emoji,"atm, automated, bank, place, sign, symbol, teller"
511,U+1F6AE,🚮,,,,,,missing,missing,missing,missing,put litter in its place symbol,V6.0ˣ,emoji,"litter, litterbox, place, symbol, travel"
512,U+1F6A5,🚥,,,,,,,,,,horizontal traffic light,V6.0ʲ,emoji,"light, place, signal, traffic, travel"
513,U+1F6A6,🚦,,,,,,missing,missing,missing,missing,vertical traffic light,V6.0ˣ,emoji,"light, place, signal, traffic, travel"
514,U+1F6A7,🚧,,,,,,,missing,,,construction sign,V6.0ʲ,emoji,"barrier, construction, place, travel"
515,U+1F6AB,🚫,,,,,,,missing,,missing,no entry sign,V6.0ʲ,emoji,"entry, forbidden, no, not, prohibited, symbol, travel"
516,U+1F6AD,🚭,,,,,,,,,,no smoking symbol,V6.0ʲʷ,emoji,"forbidden, no, not, prohibited, sign, smoking, symbol, travel"
517,U+1F6AF,🚯,,,,,,missing,missing,missing,missing,do not litter symbol,V6.0ˣ,emoji,"forbidden, litter, no, not, prohibited, sign, symbol, travel"
518,U+1F6B0,🚰,,,,,,missing,missing,missing,missing,potable water symbol,V6.0ˣ,emoji,"drink, potable, sign, symbol, travel, water"
519,U+1F6B1,🚱,,,,,,missing,missing,missing,missing,non-potable water symbol,V6.0ˣ,emoji,"drink, forbidden, no, not, potable, prohibited, sign, symbol, travel, water"
520,U+1F6B7,🚷,,,,,,missing,missing,missing,missing,no pedestrians,V6.0ˣ,emoji,"forbidden, no, not, pedestrian, place, prohibited, sign, symbol, travel"
521,U+1F6B8,🚸,,,,,,missing,missing,missing,missing,children crossing,V6.0ˣ,emoji,"child, crossing, pedestrian, place, sign, symbol, traffic, travel"
522,U+267F,♿️,,,,,,,,,,wheelchair symbol,V4.1ʲʷ,emoji*,"access, sign, symbol, travel, wheelchair"
523,U+1F6B9,🚹,,,,,,,missing,missing,,mens symbol,V6.0ʲʷ,emoji,"lavatory, man, restroom, sign, symbol, travel, wc"
524,U+1F6BA,🚺,,,,,,,missing,missing,,womens symbol,V6.0ʲʷ,emoji,"lavatory, restroom, sign, symbol, travel, wc, woman"
525,U+1F6BB,🚻,,,,,,,,,,restroom,V6.0ʲ,emoji,"lavatory, restroom, sign, symbol, travel, wc"
526,U+1F6BC,🚼,,,,,,,missing,missing,,baby symbol,V6.0ʲʷ,emoji,"baby, changing, sign, symbol, travel"
527,U+1F6BE,🚾,,,,,,,missing,missing,,water closet,V6.0ʲ,emoji,"closet, lavatory, place, restroom, sign, symbol, travel, water, wc"
528,U+1F6C2,🛂,,,,,,missing,missing,missing,missing,passport control,V6.0ˣ,emoji,"control, passport, place, sign, symbol, travel"
529,U+1F6C3,🛃,,,,,,missing,missing,missing,missing,customs,V6.0ˣ,emoji,"customs, place, sign, symbol, travel"
530,U+1F6C4,🛄,,,,,,missing,missing,missing,missing,baggage claim,V6.0ˣ,emoji,"baggage, claim, place, sign, symbol, travel"
531,U+1F6C5,🛅,,,,,,missing,missing,missing,missing,left luggage,V6.0ˣ,emoji,"baggage, left luggage, locker, luggage, place, sign, symbol, travel"
532,U+26A0,⚠️,,,,,,,,,,warning sign,V4.0ʲ,text*,"place, symbol, travel, warning"
533,U+26D4,⛔️,,,,,,,missing,,missing,no entry,V5.2ªʲ,emoji*,"entry, forbidden, no, not, prohibited, symbol, traffic, travel"
534,U+1F6CE,🛎,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,bellhop bell,V7.0ʷ,text,"bell, bellhop, hotel, object"
535,U+1F6AA,🚪,,,,,,,,missing,missing,door,V6.0ʲ,emoji,"door, object, travel"
536,U+1F6CC,🛌,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,sleeping accommodation,V7.0ˣ,emoji,"hotel, object, sleep"
537,U+1F6CF,🛏,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,bed,V7.0ʷ,text,"bed, hotel, object, sleep"
538,U+1F6CB,🛋,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,couch and lamp,V7.0ʷ,text,"couch, hotel, lamp, object"
539,U+1F6BD,🚽,,,,,,,missing,missing,,toilet,V6.0ʲ,emoji,"object, place, toilet, travel"
540,U+1F6BF,🚿,,,,,,missing,missing,missing,missing,shower,V6.0ˣ,emoji,"object, place, shower, travel, water"
541,U+1F6C0,🛀,,,,,,,missing,,,bath,V6.0ʲ,emoji,"bath, bathtub, object, place, travel"
542,U+1F6C1,🛁,,,,,,missing,missing,missing,missing,bathtub,V6.0ˣ,emoji,"bath, bathtub, object, place, travel"
543,U+231B,⌛️,,,,,,,missing,,missing,hourglass,V1.1ʲ,emoji*,"hourglass, object, sand, time, timer"
544,U+23F3,⏳,,,,,,,,,missing,hourglass with flowing sand,V6.0ʲʷ,emoji,"hourglass, object, sand, time, timer"
545,U+231A,⌚️,,,,,,,,,missing,watch,V1.1ʲ,emoji*,"clock, object, time, watch"
546,U+23F0,⏰,,,,,,,,,missing,alarm clock,V6.0ʲ,emoji,"alarm, clock, object, time"
547,U+23F1,⏱,,missing,missing,missing,missing,missing,missing,missing,missing,stopwatch,V6.0ˣ,text,"clock, object, stopwatch, time"
